name,sku,subtitle,description,category1,category2,category3,image,ribbon,ribbonColor,weight,price,recommended_price,quantity,enabled,taxClassCode,shipping_freight,fixed_shipping_rate_only,shippingType,shippingMethodMarkup,shippingFlatRate,shippingDisabledMethods,shippingEnabledMethods,upc,brand,seo_title,seo_description,product_url,product_id
Brazilian Jiu Jitsu Belts Kids: Grey-White,"23372",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Pearl Weave Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138077598.jpg,,,0.50,995.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Grey-White/p/631533851,631533851
Brazilian Jiu Jitsu Belts Kids: Orange,"23378",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138060230.jpg,,,0.50,995.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Orange/p/631530362,631530362
Brazilian Jiu Jitsu Belts Kids: Orange-Black,"23379",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138079606.jpg,,,0.50,995.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Orange-Black/p/631436491,631436491
Brazilian Jiu Jitsu Belts Kids: Orange-White,"23377",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138092519.jpg,,,0.50,995.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Orange-White/p/631530361,631530361
Brazilian Jiu Jitsu Belts Kids: Yellow,"23375",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138060190.jpg,,,0.50,995.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Yellow/p/631526384,631526384
Brazilian Jiu Jitsu Belts Kids: Yellow-Black,"23376",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138079556.jpg,,,0.50,995.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Yellow-Black/p/631533853,631533853
Brazilian Jiu Jitsu Belts Kids: Yellow-White,"23374",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/4138060185.jpg,,,0.50,995.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Belts-Kids-Yellow-White/p/631537370,631537370
Brazilian Jiu Jitsu Pearl Weave Belts: Black,"00014",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Pearl Weave Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955757040.jpg,,,0.50,899.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,Brazilian Jiu Jitsu Pearl Weave Belts: Black,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Black/p/143957802,143957802
Brazilian Jiu Jitsu Pearl Weave Belts: Blue,"00011",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Pearl Weave Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955453524.jpg,,,0.50,899.0,,,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Blue/p/143957797,143957797
Brazilian Jiu Jitsu Pearl Weave Belts: Brown,"00013",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Pearl Weave Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955610226.jpg,,,0.50,899.0,,5,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Brown/p/143957800,143957800
Brazilian Jiu Jitsu Pearl Weave Belts: Purple,"00012",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Pearl Weave Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955522359.jpg,,,0.50,899.0,,3,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,"Details The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-Purple/p/143957799,143957799
Brazilian Jiu Jitsu Pearl Weave Belts: White,"00010",,"<p><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Details</span></span></strong></u></p><ul><li>The <em><strong>BJJ Pearl Weave Belts</strong> are </em>durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. </li><li>Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. A super-soft and incredibly strong pearl-weave material, the belt is built to maintain its shape and color longer than a standard belt.  The pearl weave material allows the belt to be tied easier and stay tied.</li></ul><p style=""text-align: justify;""><u><strong><span style=""color: rgb(23, 54, 93);""><span style=""font-size: 16px;"">Features</span></span></strong></u><br></p><ul><li>Lightweight 550 gram, 100% Cotton pearl-weave fabric. </li><li>Competition Legal (IBJJF, UAEJJF)</li><li>Size : A1 to A5 </li><li>Buy the same size BJJ belt as your BJJ Gi size </li></ul>",Fight Gear / Jiu Jitsu / Gi,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1955610246.jpg,,,0.50,899.0,,4,yes,default,0.00,yes,FREE_SHIPPING,0.00,0.00,,,,,,"The BJJ / Jiu Jitsu Pearl Weave Belts are durable, affordable and traditional. They represent the hours, blood, tears and sweat spent on the mats since you've started your BJJ journey. Built to last and designed for heavy-duty daily training, simple look, and feel good on the mats. The pearl weave material allows the belt to be tied easier and stay tied.",https://fluviumwear.com/#!/Brazilian-Jiu-Jitsu-Pearl-Weave-Belts-White/p/143957781,143957781
Chaitanya Gavali | 1 Hour,"23261",,"<p><strong><span style=""color: rgb(31, 73, 125);""><u>About<br></u></span></strong></p><ul><li>Chaitanya Gavali, a Pro MMA fighter is the only Indian to win 2 world titles in 2 promotions. Chaitanya in many ways cab be grouped with the athletes who brought MMA into the limelight in India! With solid wrestling and BJJ he has been and continues to be a force to be reckoned with in MMA.</li><li>BJJ Purple Belt</li><li>BJJ National Champion</li><li>Head Instructor and Founder at Ultimate Fitness MMA</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Session Highlights</span></strong></u></p><ul><li>Functional Training</li><li>Kick Boxing Training</li><li>Strength and conditioning</li><li>Fitness Training</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Certifications & Qualifications</span></strong></u></p><ul><li>BJJ Purple Belt</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Records & Accomplishments<br></span></strong></u></p><ul><li>Featherweight Champion in Ultimate Beatdown, Malaysia</li><li>Bantamweight Champion in Warrior Fighting Championship, Penang, Bornio</li><li>2 Golds and 2 Bronze at Bangkok BJJ Open</li><li>Silver Medal at WPJJC World Trials, Hongkong</li></ul>",Virtual Privates & Seminars,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1512412339.jpg,,,,1 000.0,,,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Chaitanya-Gavali-1-Hour/p/212184012,212184012
"Chaitanya Gavali, Basics & Wrestling For MMA | 40min","23263",,"<p><strong><span style=""color: rgb(31, 73, 125);""><u>About<br></u></span></strong></p><ul><li>Chaitanya Gavali, a Pro MMA fighter is the only Indian to win 2 world titles in 2 promotions. Chaitanya in many ways cab be grouped with the athletes who brought MMA into the limelight in India! With solid wrestling and BJJ he has been and continues to be a force to be reckoned with in MMA.</li><li>BJJ Purple Belt</li><li>BJJ National Champion</li><li>Head Instructor and Founder at Ultimate Fitness MMA</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Seminar Highlights</span></strong></u></p><ul><li>Basics of MMA</li><li>Closing the Distance</li><li>Tie Ups</li><li>Single & Double Leg Takedown</li><li>Front Headlocks</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Certifications & Qualifications</span></strong></u></p><ul><li>BJJ Purple Belt</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Records & Accomplishments<br></span></strong></u></p><ul><li>Featherweight Champion in Ultimate Beatdown, Malaysia</li><li>Bantamweight Champion in Warrior Fighting Championship, Penang, Bornio</li><li>2 Golds and 2 Bronze at Bangkok BJJ Open</li><li>Silver Medal at WPJJC World Trials, Hongkong</li></ul>",Virtual Privates & Seminars,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1513353505.jpg,,,,250.0,,,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Chaitanya-Gavali-Basics-&-Wrestling-For-MMA-40min/p/215239584,215239584
Clinton Kenin Cruz | 1 Hour,"23254",,"<p><strong><span style=""color: rgb(31, 73, 125);""><u>About</u></span></strong><u></u></p><ul><li>Clinton Kenin D Cruz, currently with a pro MMA record of 2-0-0 is one of the hottest prospects in Indian MMA. Having dominated the amateur circuit, in kickboxing and jiujitsu he's considered one of the best bantameight fighter in India.</li><li>Highly Skilled in Jiu Jitsu and Kick Boxing</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Session Highlights</span></strong></u></p><ul><li>Strength and conditioning focusing on fitness, weight loss, cardio, muscle endurance and hypertrophy</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Certifications</span></strong></u></p><ul><li>Golds Gym Certified</li></ul><p><u><strong><span style=""color: rgb(31, 73, 125);"">Records & Accomplishments</span></strong></u></p><ul><li>3 Time Gold Medalist in Jiu Jitsu Nationals  </li><li>2 Time National Level Gold Medalist in Kickboxing. </li><li>MMA amateur 3-0 </li><li><div>Pro 2-0</div></li></ul>",Virtual Privates & Seminars,,,https://d2j6dbq0eux0bg.cloudfront.net/images/14404144/1512420041.jpg,,,,800.0,,,no,default,0.00,no,GLOBAL_METHODS,0.00,0.00,,,,,,,https://fluviumwear.com/#!/Clinton-Kenin-Cruz-1-Hour/p/210236361,210236361
